Режим калибровки:

428856000;72,37;0;72,37
428904828;72,4;0;72,4
428953656;72,42;0;72,42
429002484;72,42;0;72,42
429051312;72,48;0,27;72,2
429100140;72,5;0;72,5
429148968;72,5;0;72,5
429197796;72,55;0;72,55
429246624;72,58;0;72,58
429295452;72,6;0;72,6
429344280;72,62;0;72,62
429393108;72,65;0;72,65
429441936;72,67;0;72,67
429490764;72,7;0;72,7
429539592;72,72;0,4;72,32
429588420;72,74;0;72,74
429637248;72,77;0;72,77
429686076;72,79;0;72,79
429734904;72,81;0;72,81
429783732;72,84;0;72,84
429832560;72,86;0;72,86
429881388;72,89;0;72,89
429930216;72,89;0;72,89
429979044;72,93;0;72,93
430027872;72,95;0;72,95
430076700;72,97;0;72,97
430125528;72,99;0,13;72,87
430174356;73,02;0,62;72,39
430223184;73,04;2;71,04
430272012;73,06;0,2;72,86
430320840;73,08;0,95;72,13
430369668;73,1;0,13;72,97
430418496;73,12;0;73,12
430467324;73,15;0,18;72,96
430516152;73,16;0;73,16
430564980;73,18;0;73,18
430613808;73,21;0;73,21
430662636;73,21;0;73,21
430711464;73,25;0;73,25
430760292;73,27;0;73,27
430809120;73,29;0;73,29
430857948;73,31;0;73,31
430906776;73,33;0;73,33
430955604;73,35;0;73,35
431004432;73,37;0;73,37
431053260;73,39;0;73,39
431102088;73,41;0;73,41
431150916;73,43;0;73,43
431199744;73,45;0;73,45
431248572;73,47;0;73,47
431297400;73,48;0;73,48
431346228;73,5;0;73,5
431395056;73,52;0,57;72,95
431443884;73,34;1,82;71,52
431492712;73,56;0;73,56
431541540;73,57;1,86;71,71
431590368;73,59;1,39;72,2
431639196;73,61;0,64;72,97
431688024;73,62;0;73,62
431736852;73,64;0;73,64
431785680;73,66;0;73,66
431834508;73,67;0;73,67
431883336;73,69;0,31;73,38
431932164;73,71;0;73,71
431980992;73,72;0;73,72
432029820;73,74;0;73,74
432078648;73,76;0;73,76
432127476;73,77;0;73,77
432176304;73,79;0;73,79
432225132;73,81;0,18;73,63
432273960;73,82;0,08;73,74
432322788;73,84;0,15;73,68
432371616;73,84;0,15;73,68
432420444;73,86;0;73,86
432469272;73,88;0;73,88
432518100;73,9;0;73,9
432566928;73,91;0;73,91
432615756;73,92;0;73,92
432664584;73,92;0;73,92
432713412;73,92;0;73,92
432762240;73,97;0;73,97
432811068;73,99;0;73,99
432859896;74;0;74
432908724;74,02;0;74,02
432957552;74,03;0;74,03
433006380;74,04;0;74,04
433055208;74,06;0;74,06
433104036;74,07;0;74,07
433152864;74,08;0;74,08
433201692;74,1;0;74,1
433250520;74,11;0;74,11
433299348;74,12;0;74,12
433348176;74,13;0;74,13
433397004;74,15;0;74,15
433445832;74,16;0;74,16
433494660;74,17;0;74,17
433543488;74,19;0;74,19
433592316;74,19;0;74,19
433641144;74,21;0;74,21
433689972;74,22;0;74,22
433738800;74,23;0;74,23
433787628;74,24;0;74,24
433836456;74,25;0;74,25
433885284;74,26;0;74,26
433934112;74,27;0;74,27
433982940;74,28;0;74,28
434031768;74,29;0;74,29
434080596;74,3;0;74,3
434129424;74,31;0;74,31
434178252;74,31;0;74,31
434227080;74,33;0;74,33
434275908;74,34;0;74,34
434324736;74,35;0;74,35
434373564;74,36;0;74,36
434422392;74,37;0;74,37
434471220;74,38;0;74,38
434520048;74,39;0;74,39
434568876;74,4;0;74,4
434617704;74,41;2,73;71,68
434666532;74,42;0;74,42
434715360;74,42;0;74,42
434764188;74,43;0;74,43
434813016;74,45;0;74,45
434861844;74,46;1,8;72,66
434910672;74,47;0,07;74,4
434959500;74,48;0;74,48
435008328;74,48;0,47;74,01
435057156;74,49;0,84;73,65
435105984;74,49;0,73;73,76
435154812;74,51;0;74,51
