Режим калибровки:

428807172;60,16;13,3;46,86
428856000;60,68;9,84;50,84
428904828;61,23;9,02;52,21
428953656;61,88;9,05;52,83
429002484;62,51;8,68;53,83
429051312;63,03;8,61;54,42
429100140;63,58;8,09;55,49
429148968;64,1;10,69;53,42
429197796;64,71;7,32;57,39
429246624;65,37;10,2;55,17
429295452;65,98;7,38;58,6
429344280;66,54;5,54;61
429393108;67,09;7,09;60
429441936;67,62;8,03;59,59
429490764;68,09;9,04;59,06
429539592;68,51;8,93;59,58
429588420;68,87;5,89;62,97
429637248;69,12;8,79;60,33
429686076;69,33;6,2;63,13
429734904;69,48;7,92;61,55
429783732;69,62;8,05;61,57
429832560;69,79;5,55;64,24
429881388;69,96;6,98;62,97
429930216;70,11;7,44;62,67
429979044;70,22;10,44;59,78
430027872;70,37;6,14;64,23
430076700;70,52;6,33;64,2
430125528;70,67;7,19;63,48
430174356;70,88;8,42;62,46
430223184;71,12;6,88;64,24
430272012;71,36;6,83;64,53
430320840;71,6;3,49;68,12
430369668;71,88;5,84;66,05
430418496;72,21;6,99;65,22
430467324;72,53;6,73;65,79
430516152;72,87;5,17;67,7
430564980;73,27;7,84;65,43
430613808;73,71;12,06;61,65
430662636;74,16;6,91;67,25
430711464;74,6;4,18;70,41
430760292;75,03;4,49;70,54
430809120;75,48;9,03;66,45
430857948;75,91;9,26;66,64
430906776;76,36;8,13;68,22
430955604;76,77;10,06;66,71
431004432;77,17;7,64;69,53
431053260;77,54;7,19;70,35
431102088;77,84;8,92;68,92
431150916;78,1;6;72,1
431199744;78,29;10,47;67,82
431248572;78,43;9,03;69,39
431297400;78,49;8,15;70,35
431346228;78,47;10,38;68,09
431395056;78,38;11,51;66,87
431443884;78,28;7,93;70,35
431492712;78,17;17,35;60,82
431541540;78,02;18,41;59,61
431590368;77,88;18,35;59,52
431639196;77,74;18,03;59,71
431688024;77,63;17,27;60,36
431736852;77,57;15,44;62,13
431785680;77,56;16,21;61,35
431834508;77,59;14,74;62,85
431883336;77,69;13,95;63,74
431932164;77,85;12,81;65,03
431980992;78,05;12,32;65,73
432029820;78,29;12,09;66,19
432078648;78,53;10,81;67,71
432127476;78,78;13,04;65,74
432176304;79,01;13,83;65,19
432225132;79,24;14,16;65,08
432273960;79,45;13,36;66,09
432322788;79,66;13,7;65,96
432371616;79,84;12,39;67,45
432420444;80,01;9,92;70,09
432469272;80,17;11,6;68,57
432518100;80,17;11,6;68,57
432566928;80,42;11,29;69,13
432615756;80,52;10,44;70,08
432664584;80,61;11,22;69,39
432713412;80,68;12,97;67,7
432762240;80,74;8,26;72,48
432811068;80,79;8,29;72,49
432859896;80,82;12,25;68,57
432908724;80,83;14,17;66,66
432957552;80,83;11,12;69,71
433006380;80,85;13,93;66,92
433055208;80,86;11,87;68,99
433104036;80,88;9,95;70,93
433152864;80,9;10,7;70,2
433201692;80,92;10,83;70,09
433250520;80,95;11;69,95
433299348;80,98;10,19;70,78
433348176;81,02;9,14;71,88
433397004;81,05;11,22;69,83
433445832;81,06;9,61;71,44
433494660;81,06;14,55;66,51
433543488;81,05;8,05;72,99
433592316;81,04;13,29;67,75
433641144;81,03;8,8;72,23
433689972;80,99;10,28;70,71
433738800;80,95;12,95;68
433787628;80,92;11,63;69,29
433836456;80,89;11,61;69,28
433885284;80,89;13,09;67,8
433934112;80,88;13,08;67,8
433982940;80,88;13,08;67,8
434031768;80,85;12,16;68,69
434080596;80,8;12,13;68,67
434129424;80,75;9,67;71,09
434178252;80,7;8,23;72,47
434227080;80,65;12,77;67,89
434275908;80,58;11,15;69,42
434324736;80,48;10,16;70,32
434373564;80,35;14,07;66,28
434422392;80,25;9,19;71,06
434471220;80,21;11,29;68,91
434520048;80,24;11,59;68,65
434568876;80,27;13,72;66,55
434617704;80,32;12,06;68,26
434666532;80,39;10,66;69,73
434715360;80,46;9,91;70,55
434764188;80,55;11,96;68,59
434813016;80,6;12,56;68,03
434861844;80,62;10,58;70,04
434910672;80,62;10,33;70,29
434959500;80,62;12,87;67,75
435008328;80,67;11,56;69,11
435057156;80,73;11,64;69,1
435105984;80,81;12,26;68,56
435154812;80,88;14,48;66,41
435203640;80,93;12,64;68,29
435252468;80,99;9,61;71,37
435301296;81,03;13,59;67,43
435350124;81,05;11,88;69,17
435398952;81,06;11,96;69,1
435447780;81,07;11,56;69,5
435496608;81,07;10,43;70,64
435545436;81,06;14,34;66,72
435594264;81,06;10,33;70,73
435643092;81,01;11,19;69,81
435691920;80,97;13,32;67,65
435740748;80,94;11,6;69,34
435789576;80,94;10,34;70,6
435838404;80,93;12,52;68,41
435887232;80,91;8,95;71,96
435936060;80,88;12,49;68,4
435984888;80,85;12,95;67,9
436033716;80,82;13,28;67,54
436082544;80,79;13,45;67,34
436131372;80,77;11,22;69,55
436180200;80,76;11,94;68,83
436229028;80,76;11,63;69,13
436277856;80,78;13,51;67,27
436326684;80,82;11,75;69,08
436375512;80,87;13,34;67,53
436424340;80,9;10,53;70,37
436473168;80,93;10,55;70,38
436521996;80,93;10,55;70,38
436570824;80,98;8,94;72,04
436619652;81;7,5;73,5
436668480;81,02;8,45;72,57
436717308;81,02;12,81;68,21
436766136;81,03;10,29;70,74
436814964;81,03;11,31;69,72
436863792;81,03;12,71;68,32
436912620;81,03;9,5;71,53
436961448;81,03;10,45;70,58
437010276;81,01;9,9;71,11
437059104;80,97;10,43;70,54
437107932;80,92;6,48;74,43
437156760;80,83;11,72;69,12
437205588;80,73;9,27;71,46
437254416;80,6;10,46;70,15
437303244;80,43;11,57;68,86
437352072;80,27;9,8;70,47
437400900;80,16;11,26;68,9
437449728;80,07;11,62;68,45
437498556;79,98;13,74;66,23
437547384;79,88;14,35;65,53
437596212;79,77;13,15;66,62
437645040;79,66;14,3;65,37
437693868;79,56;13,47;66,1
437742696;79,47;12,22;67,25
437791524;79,38;13,19;66,19
437840352;79,29;12,32;66,97
437889180;79,3;13,36;65,94
437938008;79,21;13,36;65,85
437986836;79,23;15,14;64,09
438035664;79,24;12,5;66,73
438084492;79,25;13,02;66,23
438133320;79,26;14,38;64,88
438182148;79,26;12,96;66,31
438230976;79,24;12,68;66,56
438279804;79,23;12,85;66,38
438328632;79,27;10,72;68,55
438377460;79,36;13,54;65,82
438426288;79,45;13,7;65,75
438475116;79,57;14,1;65,47
438523944;79,69;11,09;68,6
438572772;79,79;11,35;68,45
438621600;79,8;13,24;66,55
438670428;80;12,54;67,45
438719256;80,04;11,95;68,09
438768084;80,03;14,43;65,61
438816912;79,95;13,29;66,66
438865740;79,8;11,77;68,03
438914568;79,65;13;66,65
438963396;79,56;14,69;64,87
439012224;79,43;14,52;64,91
439061052;79,29;14,69;64,6
439109880;79,13;13,17;65,96
439158708;78,96;14,96;64
439207536;78,77;12,5;66,28
439256364;78,58;12,78;65,8
439305192;78,39;13,21;65,18
439354020;78,22;13,88;64,34
439402848;78,07;16,64;61,42
439451676;77,93;12,48;65,45
439500504;77,81;16,45;61,36
439549332;77,71;14,53;63,18
439598160;77,62;16,67;60,95
439646988;77,54;12,39;65,15
439695816;77,48;17,43;60,04
439744644;77,43;12,04;65,39
439793472;77,44;13,49;63,96
439842300;77,47;13,4;64,07
439891128;77,52;12,32;65,2
439939956;77,6;13,5;64,1
439988784;77,68;13,73;63,95
440037612;77,75;11,17;66,58
440086440;77,78;13,62;64,16
440135268;77,82;12,46;65,36
440184096;77,88;13,5;64,38
440232924;77,91;13,26;64,64
440281752;77,91;15,9;62,01
440330580;77,88;13,94;63,94
440379408;77,82;15,8;62,02
440428236;77,71;11,45;66,25
440477064;77,56;16,25;61,31
440525892;77,38;14,86;62,53
440574720;77,21;14,87;62,35
440623548;77;12,17;64,83
440672376;76,74;11,93;64,81
440721204;76,42;14,69;61,73
440770032;76,09;12,07;64,02
440818860;75,76;12,97;62,78
440867688;75,43;16,44;58,99
440916516;75,1;17,8;57,3
440965344;74,8;16,21;58,59
441014172;74,53;19,3;55,23
441063000;74,32;13,78;60,54
441111828;74,15;13,81;60,34
441160656;74,02;11,59;62,43
441209484;73,91;19,98;53,93
441258312;73,82;18,7;55,12
441307140;73,78;12,97;60,81
441355968;73,81;13,15;60,65
441404796;73,85;14,16;59,7
441453624;73,92;14,38;59,54
441502452;73,97;10,1;63,87
441551280;74,02;12,7;61,32
