Режим калибровки:

428856000;74,43;-90;74,43
428904828;74,44;-90;74,44
428953656;74,47;-90;74,47
429002484;74,49;-90;74,49
429051312;74,52;-90;74,52
429100140;74,53;-90;74,53
429148968;74,56;-90;74,56
429197796;74,57;-90;74,57
429246624;74,6;-90;74,6
429295452;74,61;-90;74,61
429344280;74,64;-90;74,64
429393108;74,65;-89,45;74,11
429441936;74,68;-87,42;72,1
429490764;74,7;-88,55;73,25
429539592;74,72;-87,88;72,59
429588420;74,74;-87,23;71,97
429637248;74,76;-86,12;70,87
429686076;74,77;-88,07;72,84
429734904;74,79;-86,29;71,08
429783732;74,8;-86,33;71,13
429832560;74,83;-87,33;72,16
429881388;74,84;-86,77;71,61
429930216;74,86;-86,95;71,81
429979044;74,87;-85,8;70,67
430027872;74,9;-86,4;71,3
430076700;74,91;-87,01;71,92
430125528;74,93;-87,79;72,72
430174356;74,95;-86,13;71,08
430223184;74,96;-87,31;72,27
430272012;74,98;-87,58;72,55
430320840;75;-86,39;71,39
430369668;75,01;-86,25;71,26
430418496;75,03;-88,53;73,56
430467324;75,05;-86,83;71,88
430516152;75,07;-88,65;73,72
430564980;75,08;-86,38;71,47
430613808;75,09;-88,04;73,13
430662636;75,11;-87,3;72,41
430711464;75,13;-87,2;72,33
430760292;75,14;-87,65;72,79
430809120;75,16;-88,61;73,77
430857948;75,18;-88,06;73,24
430906776;75,19;-87,8;72,99
430955604;75,21;-87,5;72,71
431004432;75,22;-87,94;73,16
431053260;75,24;-87,14;72,38
431102088;75,25;-86,33;71,59
431150916;75,27;-86,34;71,61
431199744;75,3;-87,4;72,69
431248572;75,33;-88,1;73,42
431297400;75,35;-88,32;73,67
431346228;75,38;-87,46;72,85
431395056;75,41;-88,77;74,18
431443884;75,43;-88,27;73,7
431492712;75,46;-87,49;72,95
431541540;75,48;-88,37;73,85
431590368;75,51;-88,27;73,79
431639196;75,54;-87,61;73,15
431688024;75,56;-87,58;73,14
431736852;75,59;-87,2;72,79
431785680;75,61;-88,15;73,76
431834508;75,64;-87,3;72,94
431883336;75,66;-87,05;72,71
431932164;75,69;-90;75,69
431980992;75,71;-90;75,71
432029820;75,74;-90;75,74
432078648;75,76;-87,94;73,7
432127476;75,78;-87,94;73,73
432176304;75,81;-88,45;74,25
432225132;75,83;-87,49;73,32
432273960;75,85;-87,27;73,13
432322788;75,87;-87,33;73,2
432371616;75,9;-87,4;73,29
432420444;75,92;-87,99;73,91
432469272;75,94;-87,85;73,79
432518100;75,97;-87,54;73,51
432566928;75,99;-87,52;73,51
432615756;76,02;-87,32;73,34
432664584;76,04;-87,5;73,53
432713412;76,06;-86,87;72,93
432762240;76,09;-87,19;73,28
432811068;76,11;-87,04;73,15
432859896;76,13;-87,88;74,01
432908724;76,15;-89,22;75,37
432957552;76,17;-88,12;74,29
433006380;76,2;-88,83;75,03
433055208;76,22;-89,08;75,3
433104036;76,24;-88,92;75,16
433152864;76,26;-88,31;74,57
433201692;76,28;-87,85;74,13
433250520;76,3;-87,28;73,58
433299348;76,32;-88,05;74,36
433348176;76,35;-85,61;71,95
433397004;76,37;-88,81;75,17
433445832;76,38;-86,9;73,28
433494660;76,4;-88,04;74,45
433543488;76,43;-87,21;73,63
433592316;76,45;-86,87;73,32
433641144;76,46;-88,16;74,62
433689972;76,48;-86,91;73,39
433738800;76,51;-86;72,5
433787628;76,52;-85,27;71,79
433836456;76,54;-84,95;71,49
433885284;76,56;-87,43;74
433934112;76,58;-88,78;75,36
433982940;76,6;-87,01;73,61
434031768;76,62;-86,94;73,56
434080596;76,64;-87,12;73,76
434129424;76,66;-86,26;72,92
434178252;76,67;-86,89;73,57
434227080;76,7;-87,16;73,86
434275908;76,71;-86,9;73,61
434324736;76,73;-88,04;74,77
434373564;76,75;-88,86;75,6
434422392;76,77;-86,36;73,12
434471220;76,78;-88,17;74,95
434520048;76,8;-87,34;74,14
434568876;76,82;-89,16;75,98
434617704;76,83;-90;76,83
434666532;76,85;-84,24;71,09
434715360;76,87;-88,91;75,78
434764188;76,88;-88,68;75,56
434813016;76,9;-88,1;75
434861844;76,92;-87,56;74,48
434910672;76,94;-86,96;73,9
434959500;76,95;-90;76,95
435008328;76,96;-90;76,96
435057156;76,98;-90;76,98
435105984;76,99;-89,24;76,24
435154812;77,01;-90;77,01
435203640;77,02;-90;77,02
435252468;77,04;-87,01;74,05
435301296;77,05;-90;77,05
435350124;77,06;-88,71;75,77
435398952;77,08;-86,9;73,98
435447780;77,09;-86,89;73,97
435496608;77,11;-88,3;75,41
435545436;77,12;-88,3;75,42
435594264;77,13;-87,66;74,79
435643092;77,14;-87,69;74,83
435691920;77,16;-86,75;73,91
435740748;77,17;-86,77;73,94
435789576;77,18;-87,44;74,63
435838404;77,2;-87,82;75,02
435887232;77,21;-87,41;74,62
435936060;77,22;-87,17;74,39
435984888;77,24;-90;77,24
436033716;77,24;-88,44;75,68
436082544;77,26;-87,57;74,83
436131372;77,27;-87,81;75,09
436180200;77,28;-87,3;74,59
436229028;77,3;-86,42;73,72
436277856;77,31;-85,64;72,95
436326684;77,33;-86,34;73,67
436375512;77,34;-86,69;74,02
436424340;77,36;-86,23;73,58
436473168;77,37;-85,81;73,17
436521996;77,37;-85,95;73,32
436570824;77,38;-86;73,39
436619652;77,4;-86,57;73,96
436668480;77,4;-89,81;77,21
436717308;77,42;-90;77,42
436766136;77,43;-90;77,43
436814964;77,44;-90;77,44
436863792;77,44;-90;77,44
436912620;77,46;-90;77,46
436961448;77,46;-90;77,46
437010276;77,48;-88,51;75,99
437059104;77,49;-80,83;68,32
437107932;77,5;-83,97;71,47
437156760;77,51;-83,46;70,97
437205588;77,52;-84,87;72,39
437254416;77,52;-85,13;72,65
437303244;77,54;-85,56;73,1
437352072;77,55;-90;77,55
437400900;77,57;-87,88;75,45
437449728;77,57;-86,78;74,35
437498556;77,59;-88,33;75,92
437547384;77,59;-88,18;75,77
437596212;77,61;-88,41;76,02
437645040;77,61;-87,3;74,91
437693868;77,62;-90;77,62
437742696;77,63;-90;77,63
437791524;77,64;-90;77,64
437840352;77,65;-89,35;77
437889180;77,66;-90;77,66
437938008;77,66;-89,1;76,76
437986836;77,68;-90;77,68
438035664;77,68;-90;77,68
438084492;77,69;-84,26;71,95
438133320;77,7;-81,54;69,24
438182148;77,71;-81,76;69,47
438230976;77,71;-82,67;70,38
