Режим калибровки:

428856000;-13,16;-90;76,84
428904828;-13,13;-89,84;76,72
428953656;-13,1;-86,79;73,69
429002484;-13,07;-85,81;72,74
429051312;-13,04;-87,04;74
429100140;-13,02;-90;76,98
429148968;-12,99;-90;77,01
429197796;-12,96;-90;77,04
429246624;-12,93;-90;77,07
429295452;-12,9;-90;77,1
429344280;-12,88;-90;77,12
429393108;-12,85;-90;77,15
429441936;-12,82;-84,09;71,27
429490764;-12,8;-90;77,2
429539592;-12,77;-90;77,23
429588420;-12,74;-87,2;74,46
429637248;-12,71;-85,29;72,57
429686076;-12,69;-86,66;73,97
429734904;-12,66;-87,2;74,54
429783732;-12,64;-88,56;75,93
429832560;-12,61;-87,85;75,24
429881388;-12,59;-86,41;73,83
429930216;-12,56;-86,86;74,3
429979044;-12,54;-90;77,46
430027872;-12,51;-90;77,49
430076700;-12,49;-90;77,51
430125528;-12,46;-90;77,54
430174356;-12,44;-89,57;77,13
430223184;-12,41;-90;77,59
430272012;-12,39;-90;77,61
430320840;-12,36;-88,61;76,24
430369668;-12,34;-88,84;76,5
430418496;-12,31;-87,08;74,76
430467324;-12,29;-85,63;73,34
430516152;-12,27;-85,64;73,37
430564980;-12,24;-84,89;72,64
430613808;-12,22;-84,81;72,59
430662636;-12,2;-84,74;72,54
430711464;-12,18;-84,52;72,35
430760292;-12,15;-84,51;72,36
430809120;-12,13;-84,7;72,57
430857948;-12,11;-84,88;72,77
430906776;-12,09;-84,43;72,34
430955604;-12,07;-84,64;72,57
431004432;-12,05;-84,62;72,57
431053260;-12,03;-84,77;72,74
431102088;-12,01;-84,71;72,7
431150916;-11,99;-84,74;72,75
431199744;-11,96;-84,52;72,56
431248572;-11,95;-84,75;72,8
431297400;-11,92;-84,63;72,71
431346228;-11,9;-85,44;73,54
431395056;-11,88;-85,57;73,68
431443884;-11,86;-84,7;72,84
431492712;-11,84;-85,26;73,42
431541540;-11,82;-84,98;73,16
431590368;-11,81;-85,07;73,26
431639196;-11,78;-84,49;72,7
431688024;-11,77;-84,31;72,54
431736852;-11,75;-85,45;73,7
431785680;-11,73;-85,69;73,97
431834508;-11,71;-85,36;73,65
431883336;-11,69;-85,7;74,01
431932164;-11,67;-85,65;73,97
431980992;-11,66;-85,47;73,82
432029820;-11,64;-85,38;73,75
432078648;-11,62;-85,19;73,57
432127476;-11,6;-85,31;73,7
432176304;-11,59;-85,11;73,52
432225132;-11,57;-85,37;73,8
432273960;-11,55;-85,47;73,92
432322788;-11,54;-85,5;73,97
432371616;-11,52;-85,4;73,88
432420444;-11,5;-85,75;74,25
432469272;-11,49;-85,68;74,19
432518100;-11,47;-85,2;73,73
432566928;-11,46;-85,06;73,61
432615756;-11,44;-85,71;74,27
432664584;-11,42;-85,12;73,69
432713412;-11,41;-85,2;73,8
432762240;-11,39;-85,9;74,51
