Режим калибровки:

428856000;75,72;-90;75,72
428904828;75,74;-90;75,74
428953656;75,77;-90;75,77
429002484;75,78;-90;75,78
429051312;75,81;-90;75,81
429100140;75,84;-89,28;75,12
429148968;75,86;-90;75,86
429197796;75,88;-90;75,88
429246624;75,91;-90;75,91
429295452;75,92;-90;75,92
429344280;75,94;-90;75,94
429393108;75,96;-90;75,96
429441936;75,99;-90;75,99
429490764;76;-90;76
429539592;76,03;-90;76,03
429588420;76,05;-85,19;71,24
429637248;76,07;-86,53;72,6
429686076;76,09;-85,82;71,91
429734904;76,11;-90;76,11
429783732;76,13;-87,4;73,54
429832560;76,16;-87,64;73,8
429881388;76,17;-85,62;71,79
429930216;76,19;-90;76,19
429979044;76,21;-90;76,21
430027872;76,23;-90;76,23
430076700;76,25;-90;76,25
430125528;76,27;-90;76,27
430174356;76,28;-90;76,28
430223184;76,31;-90;76,31
430272012;76,32;-90;76,32
430320840;76,34;-90;76,34
430369668;76,36;-90;76,36
430418496;76,38;-90;76,38
430467324;76,39;-90;76,39
430516152;76,41;-89,19;75,6
430564980;76,43;-89,6;76,03
430613808;76,45;-89,9;76,35
430662636;76,46;-88,93;75,39
430711464;76,48;-88,27;74,75
430760292;76,5;-89,04;75,54
430809120;76,51;-88,03;74,54
430857948;76,53;-86,89;73,41
430906776;76,55;-87,83;74,37
430955604;76,57;-87,83;74,4
431004432;76,59;-86,53;73,12
431053260;76,6;-86,89;73,49
431102088;76,62;-85,69;72,31
431150916;76,63;-85,62;72,25
431199744;76,65;-84,73;71,38
431248572;76,67;-84,37;71,04
431297400;76,68;-84,26;70,94
431346228;76,68;-84,62;71,3
431395056;76,71;-85,03;71,73
431443884;76,72;-85,71;72,43
431492712;76,74;-87,87;74,61
431541540;76,75;-89,78;76,54
431590368;76,77;-90;76,77
431639196;76,78;-89,08;75,86
431688024;76,79;-89,94;76,73
431736852;76,81;-89,39;76,21
431785680;76,82;-90;76,82
431834508;76,83;-89,58;76,41
431883336;76,83;-89,31;76,14
431932164;76,85;-89,19;76,04
431980992;76,86;-89,81;76,67
432029820;76,88;-89,92;76,79
432078648;76,89;-89,6;76,49
432127476;76,9;-88,63;75,53
432176304;76,91;-89,93;76,85
432225132;76,92;-89,87;76,79
432273960;76,93;-88,6;75,53
432322788;76,94;-88,31;75,25
432371616;76,97;-88,24;75,21
432420444;77;-87,78;74,77
432469272;77,02;-87,24;74,26
432518100;77,06;-86,65;73,71
432566928;77,08;-86,28;73,35
432615756;77,11;-90;77,11
432664584;77,13;-90;77,13
432713412;77,16;-90;77,16
432762240;77,17;-89,24;76,4
432811068;77,19;-90;77,19
432859896;77,22;-90;77,22
432908724;77,25;-87,61;74,86
432957552;77,26;-90;77,26
433006380;77,29;-90;77,29
433055208;77,32;-89,64;76,96
